,word,sentence,title,url,identifier
204,digiti," Scribe operators and staff at Internet Archive’s former digitization center in San Francisco, ca","Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
205,digiti," In her 15 years on the job, she has worked with hundreds of librarians to hone our digitization operations, balancing our need to preserve the original pages with minimal impact during the imaging process","Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
206,digiti,"” As for the hardware used for digitization, like much at the Internet Archive, the equipment is engineered and purpose-built for the job","Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
207,scan,"” 18,000 Books and Climbing In the decade Eliza has been working with the Internet Archive, she has scanned more than 3 million pages, 14,000 foldouts, and 18,000 items (mostly books)","Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
208,scan,”  Digitize With Us The Covid-19 pandemic has both created higher demand for digital content as well as shuttered some of our scanning centers for health and safety,"Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
209,digiti, We have reopened following local and national health guidelines and continue to engage with new libraries on their digitization projects,"Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
210,digiti,"  If your library is interested in learning more about the Internet Archive’s digitization services, visit https://archive","Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
211,scan,"org/scanning, and contact us at digitallibraries@archive","Meet Eliza Zhang, Book Scanner and Viral Video Star",https://blog.archive.org/2021/02/,223
212,digiti," Presenting the (representative) 2 millionth book Every day about 3,500 books are digitized in one of 18 digitization centers operated by the Archive worldwide",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
213,scan," Turner Wilcox was scanned and added to the Archive, putting the collection over the 2 million mark",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
214,digiti," This particular book was donated to Better World Books via a book bank just outside of London in August 2020, then made its way to the Internet Archive for preservation and digitization",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
215,digiti,"  Now that the book has been digitized, Wikipedia editors can update citations to the book and include a direct link to the cited page",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
216,scan," That means that the only way of accessing this book online and verifying these citations in Wikipedia—doing the kind of research that students of all ages perform in our connected world—is through a scanned copy, such as the one now available at the Internet Archive",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
217,digiti," Marygrove College gave more than 70,000 books and nearly 3,000 journal volumes for digitization and preservation in 2019 after the small liberal arts college in Detroit closed",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
218,digiti,"  Just like The dictionary of costume, many of the books supplied for digitization come to the Archive from Better World Books",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
219,digiti," In its partnership over the past 10 years, the online book seller has donated millions of books to be digitized and preserved by the Archive",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
220,digiti," Adds Kahle: “Thank you to all who have made this possible – all the funders, all the donors, the thousands who have sent books to be digitized",Internet Archive’s Modern Book Collection Now Tops 2 Million Volumes,https://blog.archive.org/2021/02/,225
221,scan,"Bay State College’s Boston Campus has donated its entire undergraduate library to the Internet Archive so that the digital library can preserve and scan the books, while allowing Bay State to gain much needed open space for student collaboration",Bay State College ‘Flips to Digital’ by Donating Entire College Library to the Internet Archive,https://blog.archive.org/2021/01/,228
222,scan," By donating and scanning its 11,000-volume collection centered on fashion, criminal justice, allied health, and business books, Bay State’s Boston campus decided to “flip entirely to digital",Bay State College ‘Flips to Digital’ by Donating Entire College Library to the Internet Archive,https://blog.archive.org/2021/01/,228
223,scan," More than 70,000 volumes were boxed up and then scanned into a digital format",Heartbeat of Marygrove College Continues with Online Library Collection,https://blog.archive.org/2021/01/,229
224,digiti, The odyssey would take him to past owners and bankruptcy documents before discovering that the canisters of microfilm had been purchased and given to the Internet Archive to digitize and make available to the public for free,More than 100 years of Editor & Publisher Now Fully Accessible Online on the Internet Archive,https://blog.archive.org/2021/01/,232
225,digiti," When Blinder called Brewster Kahle of the Internet Archive and found out we had the microfilm for his back issues, he was very excited to find the microfilm was not only safe, but that the Internet Archive would digitize all of the issues at no cost to him",More than 100 years of Editor & Publisher Now Fully Accessible Online on the Internet Archive,https://blog.archive.org/2021/01/,232
226,scan,” Hiring a company to scan the stacks of print copies would have been a massive and expensive undertaking that Blinder says he didn’t have the funds to do,More than 100 years of Editor & Publisher Now Fully Accessible Online on the Internet Archive,https://blog.archive.org/2021/01/,232
227,digiti,"Authorized readers have special access to millions of digitized books through the Internet Archive’s program, connecting patrons with print disabilities to a vast digital library",Pastor: “Profound Gift” to Discover Books Through Internet Archive’s Program for Users with Print Disabilities,https://blog.archive.org/2021/01/,233
228,digiti,"” With expanded access to digitized books, Wilson said he has been reconnecting with works written by many of his mentors through the digital theological collections",Pastor: “Profound Gift” to Discover Books Through Internet Archive’s Program for Users with Print Disabilities,https://blog.archive.org/2021/01/,233
229,digiti, Today we are excited to bring a better looking version of the ComputerWorld archives to the Internet based on newly digitized microfilm,Computerworld Archives: Back From Vintage Microfilm,https://blog.archive.org/2020/12/,238
230,digiti,"  The McGovern Foundation had many issues on paper, which were digitized and made searchable, but getting further back required finding microfilm",Computerworld Archives: Back From Vintage Microfilm,https://blog.archive.org/2020/12/,238
231,digiti," Some microfilm was found at the time and was digitized, but frankly it did not look very good",Computerworld Archives: Back From Vintage Microfilm,https://blog.archive.org/2020/12/,238
232,digiti," Fortunately, old microfilm collections have been acquired and also have been donated so that they can be preserved as film and preserved through digitization by the Internet Archive",Computerworld Archives: Back From Vintage Microfilm,https://blog.archive.org/2020/12/,238
233,scan," Open Library Explorer enables readers to scan bookshelves left to right by subject, up and down for subclassifications",What if you could wander the library stacks…online?,https://blog.archive.org/2020/12/,239
234,digiti," Marygrove College, a social-justice oriented liberal arts college that was forced to close this year, donated its entire library to be digitized and shared on the Internet Archive, reopening the stacks in October",Looking Back on 2020,https://blog.archive.org/2020/12/,241
235,digiti," For its part, the nonprofit digital library vows to preserve her collection for the long-term and digitize as much of it as possible, making it accessible to the world","After Searching for a Decade, Legendary Hollywood Research Library Finds a New Home",https://blog.archive.org/2020/12/,246
236,scan, Michelson’s books were then shipped to one of the Internet Archive’s scanning centers to be digitized and ultimately made accessible to the public,"After Searching for a Decade, Legendary Hollywood Research Library Finds a New Home",https://blog.archive.org/2020/12/,246
237,digiti,"  Thank you, that was heart warming and concretely helpful– already based on these suggestions we are changing over our OCR and PDF software completely to FOSS, making big improvements, and building partnerships with FOSS developers in companies, universities, and as individuals that will propel the Internet Archive to have much better digitized texts",FOSS wins again: Free and Open Source Communities comes through on 19th Century Newspapers (and Books and Periodicals…),https://blog.archive.org/2020/11/,247
238,scan," We employ 150 people around the world to scan books, build software, maintain data centers, acquire new materials, and find ways to make the archive better for our users",Where Your Donation Goes,https://blog.archive.org/2020/11/,250
239,digiti," It costs us just $20 to acquire, digitize, and preserve a book forever, making it available to readers around the world—and thanks to the contributions from our patrons, we’re always adding to the stacks! Other projects that your donations fund include the Decentralized Web initiative, the TV News Archive, and our preservation of open access journals",Where Your Donation Goes,https://blog.archive.org/2020/11/,250
240,digiti," We also use donations to help acquire, transport, and digitize special collections—such as ephemera from the Tytell Typewriter Company, the Marygrove College Library, or a dizzying array of 78 rpm records",Where Your Donation Goes,https://blog.archive.org/2020/11/,250
241,digiti," The materials are now freely available on our website, showcasing the power of digitization for preserving knowledge and expanding access",Library Leaders Forum: Digital Library Practices For a More Equal Society,https://blog.archive.org/2020/10/,254
242,digiti, Practitioners also placed emphasis on the key role of digitization in archiving knowledge for future generations,Library Leaders Forum: Digital Library Practices For a More Equal Society,https://blog.archive.org/2020/10/,254
243,digiti, A new lawsuit challenges their right to digitize collections and make them available to the public,Library Leaders Forum: Digital Library Practices For a More Equal Society,https://blog.archive.org/2020/10/,254
244,digiti," The Internet Archive now houses its 70,000-volume library online, and has preserved the physical copies, after the institution closed the campus in 2019 and donated its entire collection for digitization",Library Leaders Forum Explores Impact of Controlled Digital Lending,https://blog.archive.org/2020/10/,257
245,scan,"    Here are 3 collections, one of movies, another of audio books, and a third are scanned public domain books from the Library of Congress",Want Some Terabytes from the Internet Archive to Play With?,https://blog.archive.org/2020/10/,258
246,digiti," For nearly two decades, she has advocated for preserving and expanding access to materials by responsibly digitizing collections",Michelle Wu Receives Internet Archive Hero Award for Establishing the Legal Basis for Controlled Digital Lending,https://blog.archive.org/2020/10/,259
247,digiti," It was there, following the massive destruction of the school’s library due to Tropical Storm Allison, that Wu focused on the need to protect materials through digitization",Michelle Wu Receives Internet Archive Hero Award for Establishing the Legal Basis for Controlled Digital Lending,https://blog.archive.org/2020/10/,259
248,digiti, Wu developed the theory for a digitization program designed with copyright in mind,Michelle Wu Receives Internet Archive Hero Award for Establishing the Legal Basis for Controlled Digital Lending,https://blog.archive.org/2020/10/,259
249,digiti, Marygrove’s solution: Donate the entire library to the Internet Archive for digitization and preservation,Digitization Saves Marygrove College Library After Closure,https://blog.archive.org/2020/10/,260
250,digiti, Marygrove’s solution: Donate the entire library to the Internet Archive for digitization and preservation,Digitization Saves Marygrove College Library After Closure,https://blog.archive.org/2020/10/,260
251,digiti," While the closure of the building was heartbreaking, she says having the collection digitized provides access to its great array of nonfiction and fiction books (such as The God of Small Things by Arhundati Roy) , as well as films about social justice movements",Digitization Saves Marygrove College Library After Closure,https://blog.archive.org/2020/10/,260
252,digiti," Librarians from Wayne State University, also located in Detroit, share an admiration for Marygrove’s collection and decision to digitize",Digitization Saves Marygrove College Library After Closure,https://blog.archive.org/2020/10/,260
253,digiti," Marygrove College Library materials packed for shipping, digitization and preservation by Internet Archive",Digitization Saves Marygrove College Library After Closure,https://blog.archive.org/2020/10/,260
254,scan," The Archive hired local help to pack up the Marygrove books, load them onto trucks, and transport them to centers for storage and scanning",Digitization Saves Marygrove College Library After Closure,https://blog.archive.org/2020/10/,260
255,digiti, Deering didn’t fully realize what it would mean to digitize the library until she started browsing the collection online,Digitization Saves Marygrove College Library After Closure,https://blog.archive.org/2020/10/,260
256,digiti, Join us for the grand reopening of Marygrove College Library and find out how digitization saved a valuable archive from being split up and lost,Library Leaders Forum: how to empower communities affected by COVID-19,https://blog.archive.org/2020/10/,262
257,digiti, It will also explore the power of digitization for preserving key elements of our cultural heritage,Library Leaders Forum: how to empower communities affected by COVID-19,https://blog.archive.org/2020/10/,262
258,digiti,"Evangelical Seminary’s Rostad Library donates 80,000 books to the Internet Archive for digitization and preservation (July 14, 2020)",Evangelical Seminary Decides Digital Library is Best for Students,https://blog.archive.org/2020/09/,263
259,digiti," Workers pack books from Evangelical Seminary’s Rostad Library to donate to the Internet Archive for digitization and preservation (July 14, 2020)",Evangelical Seminary Decides Digital Library is Best for Students,https://blog.archive.org/2020/09/,263
260,scan,"” Once scanned and digitized, students—and the public at large—will have free access to the books at any time from anywhere",Evangelical Seminary Decides Digital Library is Best for Students,https://blog.archive.org/2020/09/,263
261,scan," This summer it took less than two weeks for the books to be packed, loaded into trucks and shipped for scanning—all paid for by the Internet Archive",Evangelical Seminary Decides Digital Library is Best for Students,https://blog.archive.org/2020/09/,263
262,digiti, They will be digitized eventually and made available online,Hope International University’s Journals Get New Digital Life,https://blog.archive.org/2020/09/,272
263,digiti, Loading boxes of donated journals at Hope International University to be preserved and digitized by Internet Archive,Hope International University’s Journals Get New Digital Life,https://blog.archive.org/2020/09/,272
264,digiti,"” If your library is interested in donating print journals to Internet Archive for preservation and digitization, please learn more on the Donations page",Hope International University’s Journals Get New Digital Life,https://blog.archive.org/2020/09/,272
265,digiti," This may be one of the most important pieces of the collection, and one that will be digitized as soon as possible; they represent hard knowledge and evidence of what typewriters were capable of or what brands had which abilities at what time",An Archive of a Different Type,https://blog.archive.org/2020/08/,275
266,digiti," They are incredibly well preserved and very beautiful, and digitizing them will be a chore but also a joy with what comes out the other end",An Archive of a Different Type,https://blog.archive.org/2020/08/,275
267,digiti," And so for more than 15 years, I’ve worked in partnership with the Internet Archive to digitize books and make them as widely available as possible through technology and through copyright",Open Libraries Director: “Everyone should have equal and equitable access to a comprehensive library”,https://blog.archive.org/2020/08/,276
268,digiti," In that same amount of time, that’s when the Internet Archive was partnering with those one thousand libraries that Brewster just mentioned to digitize nearly four million books",Open Libraries Director: “Everyone should have equal and equitable access to a comprehensive library”,https://blog.archive.org/2020/08/,276
269,digiti," And so to date, we’ve digitized nearly 1",Open Libraries Director: “Everyone should have equal and equitable access to a comprehensive library”,https://blog.archive.org/2020/08/,276
270,digiti," We started working with Controlled Digital Lending with the Boston Public Library, on a pilot that we called at that time “digitize and lend” those books that were in copyright",Open Libraries Director: “Everyone should have equal and equitable access to a comprehensive library”,https://blog.archive.org/2020/08/,276
271,digiti," In addition to digitizing, we’re also helping libraries and institutions preserve their collections and to keep them safe and accessible",Open Libraries Director: “Everyone should have equal and equitable access to a comprehensive library”,https://blog.archive.org/2020/08/,276
272,digiti," So after hearing about the Internet Archive’s Controlled Digital Lending program, the college decided to donate the entire library to us for digitization and for preservation, so that the legacy of the college would live on",Open Libraries Director: “Everyone should have equal and equitable access to a comprehensive library”,https://blog.archive.org/2020/08/,276
273,digiti," McDonald, author and publisher, AJ Charleson Publishing The Archive also provides readers of its digitized online books a chance to easily purchase a copy through Better World Books, an affordable alternative to Amazon and an avenue to help amplify sales for less well-known authors",Small Publisher Embraces Controlled Digital Lending to Connect with New Readers ,https://blog.archive.org/2020/08/,279
274,digiti," Today, with hundreds of endorsers, Controlled Digital Lending defines a legal pathway for libraries to digitize the books they already own and lend them online in a secure way",Knocking Down the Barriers to Knowledge: Lila Bailey wins IP3 Award,https://blog.archive.org/2020/08/,282
275,scan, The library sources those materials and either provides digital access (born digital or scanned) or physical access to the items,How Internet Archive and controlled digital lending can help course reserves this fall,https://blog.archive.org/2020/07/,283
276,digiti,5M digitized books is available to your patrons right now,How Internet Archive and controlled digital lending can help course reserves this fall,https://blog.archive.org/2020/07/,283
277,digiti,"If your library joins the Open Libraries program, we can process your course reserves list (either in MARC format or just a list of ISBNs) and give you back links to the books we’ve already digitized",How Internet Archive and controlled digital lending can help course reserves this fall,https://blog.archive.org/2020/07/,283
278,digiti," As we launch into a fall semester that is largely remote, we must offer our students the best information to learn from—collections that were purchased over centuries and are now being digitized","Libraries lend books, and must continue to lend books: Internet Archive responds to publishers’ lawsuit",https://blog.archive.org/2020/07/,285
279,digiti," Through CDL, libraries lend a digitized version of the physical books they have acquired as long as the physical copy doesn’t circulate and the digital files are protected from redistribution","Libraries lend books, and must continue to lend books: Internet Archive responds to publishers’ lawsuit",https://blog.archive.org/2020/07/,285
280,digiti," Our response is simple: Copyright law does not stand in the way of libraries’ rights to own books, to digitize their books, and to lend those books to patrons in a controlled way","Libraries lend books, and must continue to lend books: Internet Archive responds to publishers’ lawsuit",https://blog.archive.org/2020/07/,285
281,digiti, The publishers’ lawsuit against the Internet Archive calls for the destruction of more than a million digitized books,"Libraries lend books, and must continue to lend books: Internet Archive responds to publishers’ lawsuit",https://blog.archive.org/2020/07/,285
282,digiti," I would actually like to point out that in Germany, where copyright laws are generally stronger than in the United States, that the Darmstadt Technical University was able to succeed in its non-infringement claim for digitizing a book, and here’s the important point: just because the publisher wanted to license an ebook to that library, the Court of Justice of the European Union said it’s not an infringement for the library to actually digitize one of its own books and make that book available to the public",Copyright Expert on Publishers Lawsuit: “The idea that lending a book is illegal is just wrong”,https://blog.archive.org/2020/07/,287
283,scan," We have had the honor to partner with over 1,000 different libraries, such as the Library of Congress and the Boston Public Library, to accomplish this by scanning books and collecting webpages and more",Libraries have been bringing older books to digital learners: Four publishers sue to stop it,https://blog.archive.org/2020/07/,289
284,digiti,"  Because of that, we felt we could, and should, and needed to make the digitized versions of those books available to students in a controlled way to help during a global emergency",Libraries have been bringing older books to digital learners: Four publishers sue to stop it,https://blog.archive.org/2020/07/,289
285,digiti," And then, on June 1st, we were sued by four publishers and they demanded we stop lending digitized books in general and then they also demanded we permanently destroy millions of digital books",Libraries have been bringing older books to digital learners: Four publishers sue to stop it,https://blog.archive.org/2020/07/,289
286,digiti, The Internet Archive will find funding for the digitization and long-term preservation of the collections,Premier Religious School Donates Quarter of a Million Volumes to Internet Archive’s Open Library,https://blog.archive.org/2020/06/,293
287,digiti,"  Controlled digital lending allows a library to digitize a book it owns and lend out a secured digital version to one user at a time, in place of the physical item",Premier Religious School Donates Quarter of a Million Volumes to Internet Archive’s Open Library,https://blog.archive.org/2020/06/,293
288,scan," Our team of book scanners, locked out of their libraries, got to work, pouring through guides to find a review or publication date",Behind Every 78 Recording Lies a Story,https://blog.archive.org/2020/06/,294
289,scan,"The Bay Area Reporter, the oldest continuously published lesbian, gay, bisexual, transgender and queer weekly newspaper in the United States, made it a mission to scan and upload their entire back catalog of issues from their first to the present day",How Can You Help the Internet Archive?,https://blog.archive.org/2020/06/,298
290,scan," Maintained by the Association for Preservation Technology, these readable and downloadable works are a trove of artwork and design that are scanned, including, you’ll soon discover, items that have a tangent to building but also represent massive insights into long-lost items, like this 1,000 page Montgomery Ward Catalog",How Can You Help the Internet Archive?,https://blog.archive.org/2020/06/,298
291,scan," These scans of industry trade magazines, announcements and advertising related to the film and television industries are instantly available and accessible by students, researchers and writers, as are all our collections",How Can You Help the Internet Archive?,https://blog.archive.org/2020/06/,298
292,digiti," This work is done, among other ways, by a large-scale digitizing process hosted in the Archive’s Physical Archive",How Can You Help the Internet Archive?,https://blog.archive.org/2020/06/,298
293,scan, These scans give virtual access to the hundreds of millions of books locked behind library doors and in classrooms during the Covid-19 crisis,Impacts of the temporary National Emergency Library and controlled digital lending,https://blog.archive.org/2020/06/,300
294,scan," They are scans so much inferior to regular e-books or paper books in terms of readability, but give students, scholars, and readers access during this unprecedented lockdown",Impacts of the temporary National Emergency Library and controlled digital lending,https://blog.archive.org/2020/06/,300
295,digiti, We have learned that the vast majority of people use digitized books on the Internet Archive for a very short time,"Temporary National Emergency Library to close 2 weeks early, returning to traditional controlled digital lending",https://blog.archive.org/2020/06/,301
296,digiti, Controlled digital lending is how many libraries have been providing access to digitized books for nine years,"Temporary National Emergency Library to close 2 weeks early, returning to traditional controlled digital lending",https://blog.archive.org/2020/06/,301
297,digiti,"  Controlled digital lending is a legal framework, developed by copyright experts, where one reader at a time can read a digitized copy of a legally owned library book","Temporary National Emergency Library to close 2 weeks early, returning to traditional controlled digital lending",https://blog.archive.org/2020/06/,301
298,digiti, The digitized book is protected by the same digital protections that publishers use for the digital offerings on their own sites,"Temporary National Emergency Library to close 2 weeks early, returning to traditional controlled digital lending",https://blog.archive.org/2020/06/,301
299,digiti," Publishers suing libraries for lending books, in this case protected digitized versions, and while schools and libraries are closed, is not in anyone’s interest",Four commercial publishers filed a complaint about the Internet Archive’s lending of digitized books,https://blog.archive.org/2020/06/,302
300,scan, We have some good news for this extraordinary time: we are bringing back furloughed scanners and hiring experts to teach our staff how to do new and safe socially distanced scanning activities for the Library,National Emergency Library Weekly Update: 5/27,https://blog.archive.org/2020/05/,305
301,scan," Our scanners are uncovering rare gems and learning new skills, like how to digitize 78rpm records",National Emergency Library Weekly Update: 5/27,https://blog.archive.org/2020/05/,305
302,scan, Freeland will explain how the Internet Archive works: from scanning book centers to how books are made available online,National Emergency Library Weekly Update: 5/27,https://blog.archive.org/2020/05/,305
303,digiti,  You can sit amongst the films waiting to be digitized,Pretend you’re here with Internet Archive Zoom backgrounds,https://blog.archive.org/2020/05/,307
304,digiti,  Or pretend to be digitizing them yourself,Pretend you’re here with Internet Archive Zoom backgrounds,https://blog.archive.org/2020/05/,307
305,scan," Using their existing on-site Internet Archive scanning center, they scanned the book, returned the physical copy to the closed stacks, and made the digital copy available through controlled digital lending to one user at a time",Sizzle Then Fizzle: Buzzy Titles and Borrowing Digitized Books,https://blog.archive.org/2020/05/,308
306,digiti," Peter Scholing, who leads the digitization effort at the National Library of Aruba, about how the National Emergency Library has provided the “missing link” needed for students across the country",National Emergency Library Weekly Update: 5/18,https://blog.archive.org/2020/05/,309
307,scan, Freeland will explain how the Internet Archive works: from scanning book centers to how books are made available online,National Emergency Library Weekly Update: 5/18,https://blog.archive.org/2020/05/,309
308,digiti," “Just before your literary final exams, you need to re-read the books,” explained Peter Scholing, who leads digitization efforts at the National Library of Aruba",When An Island Shuts Down: Aruba & the National Emergency Library,https://blog.archive.org/2020/05/,310
309,digiti," As library staff moved to work from home, they grabbed the tools to digitize the books in Papiamento that were missing",When An Island Shuts Down: Aruba & the National Emergency Library,https://blog.archive.org/2020/05/,310
310,digiti," For many years, the library’s small Special Collections staff had been diligently digitizing key collections: photographs, historic texts, newspapers, and perhaps the world’s largest collection of texts in Papiamento",When An Island Shuts Down: Aruba & the National Emergency Library,https://blog.archive.org/2020/05/,310
311,scan,"LA-based book scanner, Mandy Weiler, is now researching rare 78 rpm records","By Retraining Staff, We Uncover Rare Gems",https://blog.archive.org/2020/05/,311
312,scan," For six weeks, Internet Archive book scanner, Mandy Weiler, was unable to digitize art history books inside the now shuttered Getty Research Institute","By Retraining Staff, We Uncover Rare Gems",https://blog.archive.org/2020/05/,311
313,scan," Then, the Internet Archive had an idea: bring scanners back from furlough and hire experts to teach Mandy and other book scanners new skills, including dating 78 rpm records and performing custom audio restoration  on these recordings from a century ago","By Retraining Staff, We Uncover Rare Gems",https://blog.archive.org/2020/05/,311
314,scan," Her team of a dozen former book scanners starts with the data on the record labels, but that is often just the beginning","By Retraining Staff, We Uncover Rare Gems",https://blog.archive.org/2020/05/,311
315,digiti,"  This has served millions of users to materials in the wayback machine, those listening 78 RPMs, those browsing digitized books, streaming from the TV archive, etc",Thank you for helping us increase our bandwidth,https://blog.archive.org/2020/05/,312
316,digiti," Every book they receive will be resold, donated, recycled… or digitized and added to the Internet Archive, so that readers everywhere can enjoy it",How to Make a Difference Right Now Without Leaving the House,https://blog.archive.org/2020/04/,313
317,digiti," The Internet Archive has a long history of collaboration with the university press community, working with MIT Press, Cornell University Press, and others to digitize titles from their backlists",Forging a Cooperative Path Forward: University Presses & the National Emergency Library,https://blog.archive.org/2020/04/,318
318,digiti,4M digitized books available to users without a waitlist—in response to the rolling wave of school and library closures that remain in place to date,Internet Archive responds: Why we released the National Emergency Library,https://blog.archive.org/2020/03/,324
319,scan,"  The Internet Archive preserves and digitizes the books it owns and makes those scans available for users to borrow online, normally one at a time",Internet Archive responds: Why we released the National Emergency Library,https://blog.archive.org/2020/03/,324
320,digiti,”  Do libraries have to ask authors or publishers to digitize their books?No,Internet Archive responds: Why we released the National Emergency Library,https://blog.archive.org/2020/03/,324
321,digiti," Further, US courts have held that it is fair use for libraries to digitize books for various additional purposes",Internet Archive responds: Why we released the National Emergency Library,https://blog.archive.org/2020/03/,324
322,scan,  Many of these are print books that don’t have an ebook equivalent except for the version we’ve scanned,Internet Archive responds: Why we released the National Emergency Library,https://blog.archive.org/2020/03/,324
323,scan,"  For those books, the only way for a patron to access them while their library is closed is through our scanned copy",Internet Archive responds: Why we released the National Emergency Library,https://blog.archive.org/2020/03/,324
324,digiti," Today, the Internet Archive is working with hundreds of public, school and university libraries to digitize their core collections and make them freely available over the Internet","When school’s out, what will we learn?",https://blog.archive.org/2020/03/,326
325,digiti," Even as MIT was sending students home, we were working with MIT Libraries to see how many of their books we have already digitized","When school’s out, what will we learn?",https://blog.archive.org/2020/03/,326
326,digiti," In 24 hours, we were able to hand them back 166,000 digitized books to lend online through their catalogue and via archive","When school’s out, what will we learn?",https://blog.archive.org/2020/03/,326
327,digiti,"4 million digitized books to serve the needs of students, educators and learners who can now access them from home","When school’s out, what will we learn?",https://blog.archive.org/2020/03/,326
328,digiti,4 million digitized books for free during the COVID-19 crisis,"When school’s out, what will we learn?",https://blog.archive.org/2020/03/,326
329,digiti," But we have the opportunity to harness American ingenuity to build a stronger, more robust educational system—by leveraging the Internet, new technologies, and our investments in digitizing books at scale into something that democratizes learning for a generation to come","When school’s out, what will we learn?",https://blog.archive.org/2020/03/,326
330,scan," For the 50 book scan center staff that work in libraries that are now closed, we do not have enough productive remote work and no paid work","Internet Archive Staff and Covid-19: Work-at-Home for Most, Full-Pay Furlough & Medical for Scanners",https://blog.archive.org/2020/03/,327
331,scan, (Libraries paying for our scanning services is a major source of earned income for the Internet Archive,"Internet Archive Staff and Covid-19: Work-at-Home for Most, Full-Pay Furlough & Medical for Scanners",https://blog.archive.org/2020/03/,327
332,scan," So our scanners are safe, not working, and paid","Internet Archive Staff and Covid-19: Work-at-Home for Most, Full-Pay Furlough & Medical for Scanners",https://blog.archive.org/2020/03/,327
333,scan," Thankfully, so far, the libraries that support us are planning to restart scanning when it is safe to do so","Internet Archive Staff and Covid-19: Work-at-Home for Most, Full-Pay Furlough & Medical for Scanners",https://blog.archive.org/2020/03/,327
334,scan," Based on the now-apparent need to digitize modern books for remote digital access, we hope more libraries will support our scanning services","Internet Archive Staff and Covid-19: Work-at-Home for Most, Full-Pay Furlough & Medical for Scanners",https://blog.archive.org/2020/03/,327
335,digiti,"  During the waitlist suspension, users will be able to borrow books from the National Emergency Library without joining a waitlist, ensuring that students will have access to assigned readings and library materials that the Internet Archive has digitized for the remainder of the US academic calendar, and that people who cannot physically access their local libraries because of closure or self-quarantine can continue to read and thrive during this time of crisis, keeping themselves and others safe",Announcing a National Emergency Library to Provide Digitized Books to Students and the Public,https://blog.archive.org/2020/03/,328
336,digiti," Working with librarians in the Boston area, led by Tom Blake of Boston Public Library, who gathered course reserves and reading lists from college and school libraries, we determined which of those books the Internet Archive had already digitized",Announcing a National Emergency Library to Provide Digitized Books to Students and the Public,https://blog.archive.org/2020/03/,328
337,digiti," The books that we’ve digitized have been acquired with a focus on materials published during the 20th century, the vast majority of which do not have a commercially available ebook",Announcing a National Emergency Library to Provide Digitized Books to Students and the Public,https://blog.archive.org/2020/03/,328
338,digiti," How you can help: Read books, recommend books, and teach using books from the National Emergency LibrarySponsor a book to be digitized and preservedEndorse this effort institutionally or individuallyShare news about the National Emergency Library with your social media followers using #NationalEmergencyLibrary If you have additional questions, please check out our FAQ or contact Chris Freeland, Director of Open Libraries",Announcing a National Emergency Library to Provide Digitized Books to Students and the Public,https://blog.archive.org/2020/03/,328
339,scan, I scanned old photos; friends and family sent what they could find,"Love, Loss, and Archives",https://blog.archive.org/2020/03/,329
340,scan, If you scan photos or documents you can augment your web site with that too,"Love, Loss, and Archives",https://blog.archive.org/2020/03/,329
341,scan, EDITOR’s NOTE:  Thank you to the scores of libraries around the world who donate their extra copies to be preserved and scanned by the Internet Archive,The Books Beloved by David Bowie,https://blog.archive.org/2020/02/,335
342,digiti,"We’ve been digitizing a bunch of books in Russian recently, and we’ve been enjoying some of the distinct graphical design choices made by Russian publishers",The fantastic world of Russian book covers,https://blog.archive.org/2020/02/,337
343,digiti, Elizabeth Burns and college administrators decided that the entirety of the library’s collection would be donated to the Internet Archive so that the materials could be digitized and made available to students and researchers all over the world,Preserving the legacy of a library when a college closes,https://blog.archive.org/2019/12/,347
344,digiti," So, by digitizing the Marygrove Library collection, Michigan students will have greater access to resources about their state",Preserving the legacy of a library when a college closes,https://blog.archive.org/2019/12/,347
345,digiti," However, after some discussions, we reached a consensus that the collection would be more accessible in a digitized format",Preserving the legacy of a library when a college closes,https://blog.archive.org/2019/12/,347
346,scan,"  Yesterday the first container of books was sent to be digitized in our scanning facility, with the resulting digital books appearing online in 2020",Preserving the legacy of a library when a college closes,https://blog.archive.org/2019/12/,347
